Type,Air temperature C,Process temperature C,Rotational speed rpm,Torque Nm,Tool wear min,Target,Failure Type,dateTime,Temperature difference C
M,26.55000000000001,36.25,1430,49.6,135,0,No Failure,2022-01-22 13:11:05,9.699999999999989
M,26.650000000000034,36.35000000000002,1711,28.5,140,0,No Failure,2022-01-22 13:11:15,9.699999999999989
M,26.450000000000045,36.25,1778,28.2,161,0,No Failure,2022-01-22 13:11:50,9.799999999999955
M,26.450000000000045,36.25,1391,42.4,169,0,No Failure,2022-01-22 13:12:00,9.799999999999955
M,26.150000000000034,36.150000000000034,1379,48.0,181,0,No Failure,2022-01-22 13:12:20,10.0
M,26.25,36.05000000000001,1463,37.6,188,0,No Failure,2022-01-22 13:12:35,9.800000000000011
M,26.25,36.05000000000001,1584,41.0,191,0,No Failure,2022-01-22 13:12:40,9.800000000000011
M,26.25,35.950000000000045,1495,46.0,203,0,No Failure,2022-01-22 13:13:00,9.700000000000045
M,26.25,36.05000000000001,1499,40.0,211,0,No Failure,2022-01-22 13:13:10,9.800000000000011
M,26.25,36.05000000000001,1468,43.8,2,0,No Failure,2022-01-22 13:13:35,9.800000000000011
M,26.350000000000023,36.150000000000034,1440,43.6,5,0,No Failure,2022-01-22 13:13:40,9.800000000000011
M,26.25,36.05000000000001,1610,35.0,24,0,No Failure,2022-01-22 13:14:10,9.800000000000011
M,25.950000000000045,35.85000000000002,1924,20.8,29,0,No Failure,2022-01-22 13:14:20,9.899999999999977
M,26.05000000000001,35.85000000000002,1591,33.7,32,0,No Failure,2022-01-22 13:14:25,9.800000000000011
M,25.950000000000045,36.05000000000001,1342,48.1,54,0,No Failure,2022-01-22 13:15:10,10.099999999999966
M,26.150000000000034,36.25,1539,43.4,69,0,No Failure,2022-01-22 13:15:45,10.099999999999966
M,26.05000000000001,36.35000000000002,2678,10.7,86,1,Power Failure,2022-01-22 13:16:10,10.300000000000011
M,26.25,36.450000000000045,1527,40.9,96,0,No Failure,2022-01-22 13:16:25,10.200000000000045
M,26.25,36.35000000000002,1636,35.7,107,0,No Failure,2022-01-22 13:16:50,10.100000000000023
M,26.350000000000023,36.450000000000045,1344,53.0,114,0,No Failure,2022-01-22 13:17:05,10.100000000000023
M,26.25,36.55000000000001,1421,60.7,119,1,Power Failure,2022-01-22 13:17:15,10.300000000000011
M,26.150000000000034,36.450000000000045,1589,37.1,137,0,No Failure,2022-01-22 13:17:50,10.300000000000011
M,26.150000000000034,36.35000000000002,1434,46.2,148,0,No Failure,2022-01-22 13:18:15,10.199999999999989
M,26.150000000000034,36.35000000000002,1629,37.1,170,0,No Failure,2022-01-22 13:19:00,10.199999999999989
M,25.950000000000045,36.150000000000034,1680,33.7,185,0,No Failure,2022-01-22 13:19:35,10.199999999999989
M,25.850000000000023,35.950000000000045,1552,36.6,190,0,No Failure,2022-01-22 13:19:45,10.100000000000023
M,25.850000000000023,35.950000000000045,1339,51.6,197,0,No Failure,2022-01-22 13:20:00,10.100000000000023
M,25.850000000000023,36.05000000000001,1395,49.1,206,0,No Failure,2022-01-22 13:20:20,10.199999999999989
M,25.75,35.950000000000045,1627,31.4,209,0,No Failure,2022-01-22 13:20:25,10.200000000000045
M,25.850000000000023,36.05000000000001,1466,42.6,2,0,No Failure,2022-01-22 13:20:55,10.199999999999989
M,25.950000000000045,36.05000000000001,1420,63.9,19,1,Power Failure,2022-01-22 13:21:35,10.099999999999966
M,26.05000000000001,36.150000000000034,1522,49.1,22,0,No Failure,2022-01-22 13:21:40,10.100000000000023
M,25.950000000000045,36.05000000000001,1736,26.8,27,0,No Failure,2022-01-22 13:21:50,10.099999999999966
M,25.850000000000023,35.950000000000045,1587,32.3,30,0,No Failure,2022-01-22 13:21:55,10.100000000000023
M,25.950000000000045,35.950000000000045,1452,40.8,56,0,No Failure,2022-01-22 13:22:35,10.0
M,25.850000000000023,35.75,1750,26.6,67,0,No Failure,2022-01-22 13:23:00,9.899999999999977
M,25.850000000000023,35.85000000000002,1620,29.4,75,0,No Failure,2022-01-22 13:23:10,10.0
M,25.950000000000045,35.950000000000045,1456,43.7,80,0,No Failure,2022-01-22 13:23:20,10.0
M,25.950000000000045,35.950000000000045,1390,49.8,85,0,No Failure,2022-01-22 13:23:30,10.0
M,25.950000000000045,36.35000000000002,1372,51.1,116,0,No Failure,2022-01-22 13:24:30,10.399999999999977
M,25.950000000000045,36.450000000000045,1716,30.7,119,0,No Failure,2022-01-22 13:24:35,10.5
M,25.650000000000034,36.150000000000034,1567,35.6,131,0,No Failure,2022-01-22 13:24:55,10.5
M,25.650000000000034,36.25,1479,43.5,143,0,No Failure,2022-01-22 13:25:15,10.599999999999966
M,25.650000000000034,36.25,1579,36.6,152,0,No Failure,2022-01-22 13:25:35,10.599999999999966
M,25.75,36.35000000000002,1449,40.8,157,0,No Failure,2022-01-22 13:25:45,10.600000000000023
M,25.850000000000023,36.450000000000045,1453,44.1,165,0,No Failure,2022-01-22 13:25:55,10.600000000000023
M,25.75,36.35000000000002,1300,53.0,172,0,No Failure,2022-01-22 13:26:10,10.600000000000023
M,25.650000000000034,36.35000000000002,1488,41.9,196,0,No Failure,2022-01-22 13:27:00,10.699999999999989
M,25.450000000000045,36.25,1398,41.9,215,0,No Failure,2022-01-22 13:27:30,10.799999999999955
M,25.450000000000045,36.25,1391,51.9,218,0,No Failure,2022-01-22 13:27:35,10.799999999999955
M,25.450000000000045,36.150000000000034,1538,40.2,0,0,No Failure,2022-01-22 13:27:40,10.699999999999989
M,25.350000000000023,35.950000000000045,1469,44.8,5,0,No Failure,2022-01-22 13:27:50,10.600000000000023
M,25.450000000000045,36.05000000000001,1995,20.5,10,0,No Failure,2022-01-22 13:28:00,10.599999999999966
M,25.350000000000023,36.05000000000001,1713,32.2,17,0,No Failure,2022-01-22 13:28:15,10.699999999999989
M,25.25,36.05000000000001,1530,32.6,22,0,No Failure,2022-01-22 13:28:25,10.800000000000011
M,25.350000000000023,36.05000000000001,2448,13.8,29,0,No Failure,2022-01-22 13:28:40,10.699999999999989
M,25.350000000000023,36.150000000000034,1459,45.2,34,0,No Failure,2022-01-22 13:28:50,10.800000000000011
M,25.450000000000045,36.25,1611,31.0,48,0,No Failure,2022-01-22 13:29:15,10.799999999999955
M,25.450000000000045,36.25,1507,46.0,51,0,No Failure,2022-01-22 13:29:20,10.799999999999955
M,25.450000000000045,36.25,1398,48.9,63,0,No Failure,2022-01-22 13:29:40,10.799999999999955
M,25.450000000000045,36.150000000000034,1467,36.7,68,0,No Failure,2022-01-22 13:29:50,10.699999999999989
M,25.450000000000045,36.150000000000034,1567,34.6,71,0,No Failure,2022-01-22 13:29:55,10.699999999999989
M,25.350000000000023,36.150000000000034,1521,38.2,74,0,No Failure,2022-01-22 13:30:00,10.800000000000011
M,25.450000000000045,36.35000000000002,1552,40.9,90,0,No Failure,2022-01-22 13:30:30,10.899999999999977
M,25.450000000000045,36.25,1569,38.3,93,0,No Failure,2022-01-22 13:30:35,10.799999999999955
M,25.350000000000023,36.150000000000034,1622,37.2,103,0,No Failure,2022-01-22 13:30:50,10.800000000000011
M,25.25,36.150000000000034,1405,51.7,108,0,No Failure,2022-01-22 13:31:00,10.900000000000034
M,25.25,36.05000000000001,1401,51.9,117,0,No Failure,2022-01-22 13:31:20,10.800000000000011
M,25.25,36.05000000000001,1424,53.9,120,0,No Failure,2022-01-22 13:31:25,10.800000000000011
M,25.350000000000023,36.450000000000045,1842,27.0,133,0,No Failure,2022-01-22 13:31:55,11.100000000000023
M,25.450000000000045,36.450000000000045,1414,45.4,138,0,No Failure,2022-01-22 13:32:05,11.0
M,25.450000000000045,36.55000000000001,1408,54.8,147,0,No Failure,2022-01-22 13:32:25,11.099999999999966
M,25.450000000000045,36.35000000000002,1490,43.4,154,0,No Failure,2022-01-22 13:32:40,10.899999999999977
M,25.350000000000023,36.25,1350,52.2,157,0,No Failure,2022-01-22 13:32:45,10.899999999999977
M,25.25,36.150000000000034,1774,28.9,166,0,No Failure,2022-01-22 13:33:05,10.900000000000034
M,25.25,36.35000000000002,1600,42.1,190,0,No Failure,2022-01-22 13:33:55,11.100000000000023
M,25.25,36.450000000000045,1434,44.4,193,0,No Failure,2022-01-22 13:34:00,11.200000000000045
M,25.350000000000023,36.450000000000045,1472,44.9,198,0,No Failure,2022-01-22 13:34:10,11.100000000000023
M,25.150000000000034,36.150000000000034,1501,38.2,2,0,No Failure,2022-01-22 13:34:55,11.0
M,25.150000000000034,36.150000000000034,1301,39.6,5,0,No Failure,2022-01-22 13:35:00,11.0
M,25.150000000000034,36.150000000000034,1657,31.1,8,0,No Failure,2022-01-22 13:35:05,11.0
M,25.150000000000034,36.25,1665,28.9,17,0,No Failure,2022-01-22 13:35:25,11.099999999999966
M,25.350000000000023,36.35000000000002,1496,42.2,22,0,No Failure,2022-01-22 13:35:35,11.0
M,25.450000000000045,36.450000000000045,1595,36.9,25,0,No Failure,2022-01-22 13:35:40,11.0
M,25.450000000000045,36.35000000000002,1466,39.7,34,0,No Failure,2022-01-22 13:36:00,10.899999999999977
M,25.450000000000045,36.35000000000002,1848,23.7,37,0,No Failure,2022-01-22 13:36:05,10.899999999999977
M,25.350000000000023,36.35000000000002,1484,44.7,40,0,No Failure,2022-01-22 13:36:10,11.0
M,25.25,36.150000000000034,1535,34.6,51,0,No Failure,2022-01-22 13:36:35,10.900000000000034
M,25.450000000000045,36.55000000000001,1376,59.9,74,0,No Failure,2022-01-22 13:37:15,11.099999999999966
M,25.450000000000045,36.55000000000001,1419,41.7,81,0,No Failure,2022-01-22 13:37:30,11.099999999999966
M,25.25,36.450000000000045,1643,31.0,89,0,No Failure,2022-01-22 13:37:40,11.200000000000045
M,25.150000000000034,36.450000000000045,1456,42.9,122,0,No Failure,2022-01-22 13:38:45,11.300000000000011
M,25.150000000000034,36.650000000000034,1586,32.7,131,0,No Failure,2022-01-22 13:39:05,11.5
M,25.25,36.85000000000002,1497,41.8,144,0,No Failure,2022-01-22 13:39:20,11.600000000000023
M,25.25,36.85000000000002,1520,37.0,147,0,No Failure,2022-01-22 13:39:25,11.600000000000023
M,25.25,36.75,1323,57.3,163,0,No Failure,2022-01-22 13:39:55,11.5
M,25.150000000000034,36.85000000000002,1556,39.5,168,0,No Failure,2022-01-22 13:40:05,11.699999999999989
M,25.25,36.85000000000002,1685,30.7,177,0,No Failure,2022-01-22 13:40:25,11.600000000000023
M,25.25,36.950000000000045,1582,35.9,180,0,No Failure,2022-01-22 13:40:30,11.700000000000045
M,25.25,36.950000000000045,1463,35.0,183,0,No Failure,2022-01-22 13:40:35,11.700000000000045
M,25.350000000000023,37.05000000000001,1347,55.8,188,0,No Failure,2022-01-22 13:40:45,11.699999999999989
M,25.350000000000023,37.05000000000001,1530,40.0,206,0,No Failure,2022-01-22 13:41:20,11.699999999999989
M,25.350000000000023,37.05000000000001,1804,27.4,215,0,No Failure,2022-01-22 13:41:40,11.699999999999989
M,25.450000000000045,37.150000000000034,1464,46.2,218,0,No Failure,2022-01-22 13:41:45,11.699999999999989
M,25.450000000000045,37.05000000000001,1442,48.1,0,0,No Failure,2022-01-22 13:41:55,11.599999999999966
M,25.450000000000045,37.150000000000034,1529,41.9,3,0,No Failure,2022-01-22 13:42:00,11.699999999999989
M,25.450000000000045,37.150000000000034,1415,41.3,17,0,No Failure,2022-01-22 13:42:25,11.699999999999989
M,25.350000000000023,37.25,1391,58.2,34,0,No Failure,2022-01-22 13:43:05,11.899999999999977
M,25.55000000000001,37.35000000000002,2027,19.8,39,0,No Failure,2022-01-22 13:43:15,11.800000000000011
M,25.350000000000023,37.35000000000002,1448,43.7,46,0,No Failure,2022-01-22 13:43:30,12.0
M,25.450000000000045,37.450000000000045,1592,35.8,57,0,No Failure,2022-01-22 13:43:55,12.0
M,25.350000000000023,37.35000000000002,1553,42.4,60,0,No Failure,2022-01-22 13:44:00,12.0
M,25.450000000000045,37.35000000000002,1709,32.2,65,0,No Failure,2022-01-22 13:44:10,11.899999999999977
M,25.25,37.150000000000034,1499,36.8,88,0,No Failure,2022-01-22 13:44:50,11.900000000000034
M,25.25,37.150000000000034,1775,25.8,91,0,No Failure,2022-01-22 13:44:55,11.900000000000034
M,25.350000000000023,37.25,1831,26.6,105,0,No Failure,2022-01-22 13:45:20,11.899999999999977
M,25.350000000000023,37.25,1482,39.3,112,0,No Failure,2022-01-22 13:45:35,11.899999999999977
M,25.25,37.150000000000034,1622,35.0,123,0,No Failure,2022-01-22 13:46:00,11.900000000000034
M,25.25,37.150000000000034,1564,36.0,126,0,No Failure,2022-01-22 13:46:05,11.900000000000034
M,25.25,37.25,1539,42.2,134,0,No Failure,2022-01-22 13:46:15,12.0
M,25.350000000000023,37.25,1433,48.3,139,0,No Failure,2022-01-22 13:46:25,11.899999999999977
M,25.350000000000023,37.25,1678,34.4,148,0,No Failure,2022-01-22 13:46:45,11.899999999999977
M,25.450000000000045,37.55000000000001,1541,33.7,165,0,No Failure,2022-01-22 13:47:10,12.099999999999966
M,25.55000000000001,37.55000000000001,1680,30.2,168,0,No Failure,2022-01-22 13:47:15,12.0
M,25.55000000000001,37.450000000000045,1596,35.2,173,0,No Failure,2022-01-22 13:47:25,11.900000000000034
M,25.650000000000034,37.650000000000034,1676,29.0,178,0,No Failure,2022-01-22 13:47:35,12.0
M,25.75,37.85000000000002,1439,41.7,185,0,No Failure,2022-01-22 13:47:50,12.100000000000023
M,25.75,37.75,1410,55.4,188,0,No Failure,2022-01-22 13:47:55,12.0
M,25.650000000000034,37.55000000000001,1700,31.3,200,0,No Failure,2022-01-22 13:48:15,11.899999999999977
M,25.650000000000034,37.650000000000034,1798,25.5,203,0,No Failure,2022-01-22 13:48:20,12.0
M,25.450000000000045,37.450000000000045,1330,53.1,7,0,No Failure,2022-01-22 13:49:35,12.0
M,25.450000000000045,37.450000000000045,1530,37.3,10,0,No Failure,2022-01-22 13:49:40,12.0
M,25.75,37.650000000000034,1693,29.9,35,0,No Failure,2022-01-22 13:50:25,11.900000000000034
M,25.850000000000023,37.75,1565,33.9,40,0,No Failure,2022-01-22 13:50:35,11.899999999999977
M,25.850000000000023,37.75,1445,45.2,55,0,No Failure,2022-01-22 13:51:10,11.899999999999977
M,25.950000000000045,37.85000000000002,1393,43.1,65,0,No Failure,2022-01-22 13:51:25,11.899999999999977
M,26.150000000000034,37.950000000000045,1389,49.6,75,0,No Failure,2022-01-22 13:51:40,11.800000000000011
M,26.25,38.05000000000001,1725,32.0,80,0,No Failure,2022-01-22 13:51:50,11.800000000000011
M,26.25,37.950000000000045,1335,57.8,96,0,No Failure,2022-01-22 13:52:20,11.700000000000045
M,25.75,37.450000000000045,1515,38.8,124,0,No Failure,2022-01-22 13:53:20,11.700000000000045
M,25.650000000000034,37.25,1226,58.7,129,0,No Failure,2022-01-22 13:53:30,11.599999999999966
M,25.650000000000034,37.25,1495,36.5,132,0,No Failure,2022-01-22 13:53:35,11.599999999999966
M,25.55000000000001,37.25,1461,43.7,142,0,No Failure,2022-01-22 13:53:50,11.699999999999989
M,25.55000000000001,37.05000000000001,1732,28.8,152,0,No Failure,2022-01-22 13:54:05,11.5
M,25.55000000000001,36.950000000000045,1732,28.1,167,0,No Failure,2022-01-22 13:54:40,11.400000000000034
M,25.55000000000001,37.05000000000001,1700,27.4,176,0,No Failure,2022-01-22 13:55:00,11.5
M,25.450000000000045,36.85000000000002,1427,45.6,179,0,No Failure,2022-01-22 13:55:05,11.399999999999977
M,25.450000000000045,36.75,1479,38.1,182,0,No Failure,2022-01-22 13:55:10,11.299999999999955
M,25.450000000000045,36.75,1433,43.2,206,0,No Failure,2022-01-22 13:56:00,11.299999999999955
M,25.650000000000034,36.950000000000045,1424,45.5,2,0,No Failure,2022-01-22 13:56:15,11.300000000000011
M,25.650000000000034,37.05000000000001,1295,61.2,12,0,No Failure,2022-01-22 13:56:30,11.399999999999977
M,25.650000000000034,36.950000000000045,1432,42.6,17,0,No Failure,2022-01-22 13:56:40,11.300000000000011
M,25.55000000000001,36.85000000000002,1656,33.2,20,0,No Failure,2022-01-22 13:56:45,11.300000000000011
M,25.55000000000001,36.85000000000002,1636,29.7,32,0,No Failure,2022-01-22 13:57:05,11.300000000000011
M,25.55000000000001,36.85000000000002,1504,40.4,35,0,No Failure,2022-01-22 13:57:10,11.300000000000011
M,25.55000000000001,36.85000000000002,1531,42.4,38,0,No Failure,2022-01-22 13:57:15,11.300000000000011
M,25.450000000000045,36.85000000000002,1815,25.3,66,0,No Failure,2022-01-22 13:58:00,11.399999999999977
M,25.450000000000045,36.650000000000034,1453,39.7,69,0,No Failure,2022-01-22 13:58:05,11.199999999999989
M,25.450000000000045,36.650000000000034,1683,31.6,79,0,No Failure,2022-01-22 13:58:20,11.199999999999989
M,25.55000000000001,36.75,1531,48.3,84,0,No Failure,2022-01-22 13:58:30,11.199999999999989
M,25.650000000000034,36.85000000000002,1434,43.3,96,0,No Failure,2022-01-22 13:58:50,11.199999999999989
M,25.450000000000045,36.650000000000034,1416,45.9,101,0,No Failure,2022-01-22 13:59:00,11.199999999999989
M,25.450000000000045,36.650000000000034,1357,49.7,104,0,No Failure,2022-01-22 13:59:05,11.199999999999989
M,25.350000000000023,36.55000000000001,1697,28.1,107,0,No Failure,2022-01-22 13:59:10,11.199999999999989
M,25.25,36.75,1500,46.3,137,0,No Failure,2022-01-22 14:00:15,11.5
M,25.25,36.650000000000034,1628,37.4,144,0,No Failure,2022-01-22 14:00:30,11.400000000000034
M,25.25,36.55000000000001,1425,50.3,152,0,No Failure,2022-01-22 14:00:40,11.300000000000011
M,25.150000000000034,36.450000000000045,1471,50.7,157,0,No Failure,2022-01-22 14:00:50,11.300000000000011
M,25.150000000000034,36.450000000000045,1431,53.0,160,0,No Failure,2022-01-22 14:00:55,11.300000000000011
M,24.950000000000045,36.25,1421,42.0,165,0,No Failure,2022-01-22 14:01:05,11.299999999999955
M,24.75,36.25,1450,46.9,186,0,No Failure,2022-01-22 14:01:40,11.5
M,24.650000000000034,35.950000000000045,1843,24.2,212,0,No Failure,2022-01-22 14:02:35,11.300000000000011
M,24.75,35.950000000000045,1483,44.3,219,0,No Failure,2022-01-22 14:02:50,11.200000000000045
M,24.55000000000001,35.650000000000034,1537,36.3,233,0,No Failure,2022-01-22 14:03:15,11.100000000000023
M,24.55000000000001,35.650000000000034,1286,60.5,0,0,No Failure,2022-01-22 14:03:30,11.100000000000023
M,24.75,35.85000000000002,1409,50.7,43,0,No Failure,2022-01-22 14:05:00,11.100000000000023
M,24.75,35.85000000000002,1497,44.8,57,0,No Failure,2022-01-22 14:05:25,11.100000000000023
M,24.75,35.950000000000045,1440,46.3,64,0,No Failure,2022-01-22 14:05:40,11.200000000000045
M,24.75,35.85000000000002,1641,33.3,67,0,No Failure,2022-01-22 14:05:45,11.100000000000023
M,24.650000000000034,35.75,1683,31.8,76,0,No Failure,2022-01-22 14:06:05,11.099999999999966
M,24.75,35.75,2010,18.9,86,0,No Failure,2022-01-22 14:06:20,11.0
M,24.75,35.650000000000034,1828,24.6,91,0,No Failure,2022-01-22 14:06:30,10.900000000000034
M,24.850000000000023,35.650000000000034,1579,34.1,94,0,No Failure,2022-01-22 14:06:35,10.800000000000011
M,24.850000000000023,35.75,1882,24.2,97,0,No Failure,2022-01-22 14:06:40,10.899999999999977
M,24.75,35.650000000000034,1544,37.6,109,0,No Failure,2022-01-22 14:07:00,10.900000000000034
M,24.850000000000023,35.75,1412,47.4,112,0,No Failure,2022-01-22 14:07:05,10.899999999999977
M,24.850000000000023,35.75,1422,53.0,115,0,No Failure,2022-01-22 14:07:10,10.899999999999977
M,24.650000000000034,35.35000000000002,1470,45.9,132,0,No Failure,2022-01-22 14:07:50,10.699999999999989
M,24.650000000000034,35.35000000000002,1516,36.7,135,0,No Failure,2022-01-22 14:07:55,10.699999999999989
M,24.55000000000001,35.450000000000045,1547,34.7,150,0,No Failure,2022-01-22 14:08:30,10.900000000000034
M,24.450000000000045,35.35000000000002,1482,39.9,153,0,No Failure,2022-01-22 14:08:35,10.899999999999977
M,24.450000000000045,35.25,1544,42.3,170,0,No Failure,2022-01-22 14:09:15,10.799999999999955
M,24.55000000000001,35.25,1533,32.5,182,0,No Failure,2022-01-22 14:09:35,10.699999999999989
M,24.350000000000023,35.25,1565,43.5,194,0,No Failure,2022-01-22 14:09:55,10.899999999999977
M,24.450000000000045,35.35000000000002,1566,35.0,201,0,No Failure,2022-01-22 14:10:10,10.899999999999977
M,24.25,35.25,1416,50.0,210,0,No Failure,2022-01-22 14:10:30,11.0
M,24.05000000000001,35.05000000000001,1389,48.6,7,0,No Failure,2022-01-22 14:10:55,11.0
M,24.150000000000034,35.150000000000034,1368,49.5,10,0,No Failure,2022-01-22 14:11:00,11.0
M,24.150000000000034,35.150000000000034,1498,41.6,15,0,No Failure,2022-01-22 14:11:10,11.0
M,23.950000000000045,34.950000000000045,1350,53.3,22,0,No Failure,2022-01-22 14:11:25,11.0
M,24.05000000000001,34.85000000000002,1516,37.6,25,0,No Failure,2022-01-22 14:11:30,10.800000000000011
M,23.950000000000045,34.75,1951,23.3,38,0,No Failure,2022-01-22 14:11:45,10.799999999999955
M,23.850000000000023,34.55000000000001,2044,22.3,48,0,No Failure,2022-01-22 14:12:00,10.699999999999989
M,23.650000000000034,34.35000000000002,1514,37.7,60,0,No Failure,2022-01-22 14:12:20,10.699999999999989
M,23.650000000000034,34.25,1335,51.7,69,0,No Failure,2022-01-22 14:12:40,10.599999999999966
M,23.650000000000034,34.150000000000034,1444,45.5,76,0,No Failure,2022-01-22 14:12:55,10.5
M,23.450000000000045,34.05000000000001,1584,33.6,81,0,No Failure,2022-01-22 14:13:05,10.599999999999966
M,23.55000000000001,34.150000000000034,1685,34.9,84,0,No Failure,2022-01-22 14:13:10,10.600000000000023
M,23.650000000000034,34.150000000000034,1235,76.2,89,1,Power Failure,2022-01-22 14:13:20,10.5
M,23.55000000000001,34.05000000000001,1739,25.9,94,0,No Failure,2022-01-22 14:13:30,10.5
M,23.450000000000045,33.950000000000045,1651,28.1,110,0,No Failure,2022-01-22 14:14:00,10.5
M,23.55000000000001,34.05000000000001,1423,42.5,121,0,No Failure,2022-01-22 14:14:25,10.5
M,23.450000000000045,34.05000000000001,1435,51.6,126,0,No Failure,2022-01-22 14:14:35,10.599999999999966
M,23.450000000000045,33.950000000000045,1462,49.2,158,0,No Failure,2022-01-22 14:15:30,10.5
M,23.450000000000045,33.950000000000045,1669,29.0,161,0,No Failure,2022-01-22 14:15:35,10.5
M,23.350000000000023,33.950000000000045,1822,24.3,164,0,No Failure,2022-01-22 14:15:40,10.600000000000023
M,23.450000000000045,33.950000000000045,1490,42.7,171,0,No Failure,2022-01-22 14:15:55,10.5
M,23.25,33.75,1518,40.6,178,0,No Failure,2022-01-22 14:16:10,10.5
M,23.25,33.650000000000034,1526,38.2,181,0,No Failure,2022-01-22 14:16:15,10.400000000000034
M,23.150000000000034,33.650000000000034,1589,36.2,184,0,No Failure,2022-01-22 14:16:20,10.5
M,23.150000000000034,33.55000000000001,1473,38.5,189,0,No Failure,2022-01-22 14:16:30,10.399999999999977
M,23.350000000000023,33.75,1518,44.1,194,0,No Failure,2022-01-22 14:16:40,10.399999999999977
M,23.350000000000023,33.75,1380,52.4,202,0,No Failure,2022-01-22 14:16:50,10.399999999999977
M,23.350000000000023,33.85000000000002,1423,45.3,205,0,No Failure,2022-01-22 14:16:55,10.5
M,23.350000000000023,33.75,1453,47.3,9,0,No Failure,2022-01-22 14:17:30,10.399999999999977
M,23.350000000000023,33.85000000000002,1326,50.8,18,0,No Failure,2022-01-22 14:17:50,10.5
M,23.350000000000023,33.85000000000002,1641,36.6,21,0,No Failure,2022-01-22 14:17:55,10.5
M,23.450000000000045,33.950000000000045,1418,46.2,24,0,No Failure,2022-01-22 14:18:00,10.5
