Type,Air temperature C,Process temperature C,Rotational speed rpm,Torque Nm,Tool wear min,Target,Failure Type,dateTime,Temperature difference C
L,26.650000000000034,36.85000000000002,1829,22.9,172,0,No Failure,2022-01-22 13:05:10,10.199999999999989
M,26.75,36.85000000000002,1812,25.9,174,0,No Failure,2022-01-22 13:05:15,10.100000000000023
L,26.850000000000023,36.950000000000045,1523,38.6,177,0,No Failure,2022-01-22 13:05:20,10.100000000000023
L,26.850000000000023,36.950000000000045,1394,45.1,179,0,No Failure,2022-01-22 13:05:25,10.100000000000023
M,26.75,36.75,1679,28.7,181,0,No Failure,2022-01-22 13:05:30,10.0
H,26.650000000000034,36.75,1466,44.1,184,0,No Failure,2022-01-22 13:05:35,10.099999999999966
L,26.650000000000034,36.75,1527,32.4,189,0,No Failure,2022-01-22 13:05:40,10.099999999999966
L,26.75,36.85000000000002,1410,65.7,191,1,Power Failure,2022-01-22 13:05:45,10.100000000000023
M,26.75,36.85000000000002,1924,22.6,193,0,No Failure,2022-01-22 13:05:50,10.100000000000023
L,26.75,36.950000000000045,1452,45.5,196,0,No Failure,2022-01-22 13:05:55,10.200000000000045
L,26.75,36.950000000000045,1369,44.4,198,0,No Failure,2022-01-22 13:06:00,10.200000000000045
L,26.850000000000023,36.950000000000045,1592,35.0,200,0,No Failure,2022-01-22 13:06:05,10.100000000000023
L,26.75,36.85000000000002,1601,32.3,202,0,No Failure,2022-01-22 13:06:10,10.100000000000023
L,26.650000000000034,36.75,1379,46.7,204,0,No Failure,2022-01-22 13:06:15,10.099999999999966
L,26.650000000000034,36.75,1461,47.9,206,0,No Failure,2022-01-22 13:06:20,10.099999999999966
L,26.650000000000034,36.75,1455,41.3,208,1,Tool Wear Failure,2022-01-22 13:06:25,10.099999999999966
L,26.650000000000034,36.75,1398,51.5,0,0,No Failure,2022-01-22 13:06:30,10.099999999999966
L,26.650000000000034,36.75,1402,37.9,2,0,No Failure,2022-01-22 13:06:35,10.099999999999966
H,26.650000000000034,36.650000000000034,1445,49.9,4,0,No Failure,2022-01-22 13:06:40,10.0
L,26.75,36.75,1450,47.5,9,0,No Failure,2022-01-22 13:06:45,10.0
L,26.75,36.75,1453,40.8,11,0,No Failure,2022-01-22 13:06:50,10.0
L,26.850000000000023,36.85000000000002,1469,40.1,13,0,No Failure,2022-01-22 13:06:55,10.0
L,26.75,36.75,1422,47.6,15,0,No Failure,2022-01-22 13:07:00,10.0
M,26.850000000000023,36.85000000000002,1804,26.8,17,0,No Failure,2022-01-22 13:07:05,10.0
H,26.850000000000023,36.85000000000002,1436,43.9,20,0,No Failure,2022-01-22 13:07:10,10.0
L,26.850000000000023,36.85000000000002,1544,31.8,25,0,No Failure,2022-01-22 13:07:15,10.0
M,26.850000000000023,36.85000000000002,1419,45.2,27,0,No Failure,2022-01-22 13:07:20,10.0
M,26.75,36.75,1487,39.5,30,0,No Failure,2022-01-22 13:07:25,10.0
L,26.75,36.75,1753,25.8,33,0,No Failure,2022-01-22 13:07:30,10.0
L,26.75,36.75,1830,24.9,35,0,No Failure,2022-01-22 13:07:35,10.0
M,26.75,36.75,1727,27.1,37,0,No Failure,2022-01-22 13:07:40,10.0
L,26.950000000000045,36.85000000000002,1450,43.0,40,0,No Failure,2022-01-22 13:07:45,9.899999999999977
L,26.850000000000023,36.75,1622,31.9,42,0,No Failure,2022-01-22 13:07:50,9.899999999999977
M,26.850000000000023,36.85000000000002,1351,52.2,44,0,No Failure,2022-01-22 13:07:55,10.0
M,26.850000000000023,36.85000000000002,1575,35.3,47,0,No Failure,2022-01-22 13:08:00,10.0
M,26.75,36.75,1750,29.9,50,0,No Failure,2022-01-22 13:08:05,10.0
L,26.75,36.650000000000034,1529,32.7,53,0,No Failure,2022-01-22 13:08:10,9.900000000000034
L,26.650000000000034,36.650000000000034,1523,44.4,55,0,No Failure,2022-01-22 13:08:15,10.0
L,26.650000000000034,36.75,1852,25.0,57,0,No Failure,2022-01-22 13:08:20,10.099999999999966
L,26.650000000000034,36.650000000000034,1991,20.7,59,0,No Failure,2022-01-22 13:08:25,10.0
L,26.650000000000034,36.650000000000034,1555,40.6,61,0,No Failure,2022-01-22 13:08:30,10.0
M,26.650000000000034,36.650000000000034,1441,40.5,63,0,No Failure,2022-01-22 13:08:35,10.0
L,26.650000000000034,36.55000000000001,1450,43.4,66,0,No Failure,2022-01-22 13:08:40,9.899999999999977
L,26.650000000000034,36.55000000000001,1591,31.1,68,0,No Failure,2022-01-22 13:08:45,9.899999999999977
L,26.650000000000034,36.55000000000001,1445,48.5,70,0,No Failure,2022-01-22 13:08:50,9.899999999999977
M,26.650000000000034,36.650000000000034,1497,46.8,72,0,No Failure,2022-01-22 13:08:55,10.0
H,26.75,36.650000000000034,1621,32.7,75,0,No Failure,2022-01-22 13:09:00,9.900000000000034
L,26.75,36.55000000000001,1572,34.1,80,0,No Failure,2022-01-22 13:09:05,9.800000000000011
L,26.650000000000034,36.450000000000045,1872,22.5,82,0,No Failure,2022-01-22 13:09:10,9.800000000000011
H,26.55000000000001,36.450000000000045,1499,43.5,84,0,No Failure,2022-01-22 13:09:15,9.900000000000034
M,26.650000000000034,36.55000000000001,1498,39.5,89,0,No Failure,2022-01-22 13:09:20,9.899999999999977
M,26.650000000000034,36.450000000000045,1486,41.9,92,0,No Failure,2022-01-22 13:09:25,9.800000000000011
L,26.650000000000034,36.450000000000045,1680,29.4,95,0,No Failure,2022-01-22 13:09:30,9.800000000000011
L,26.650000000000034,36.450000000000045,1431,45.7,97,0,No Failure,2022-01-22 13:09:35,9.800000000000011
L,26.75,36.55000000000001,1564,34.1,99,0,No Failure,2022-01-22 13:09:40,9.800000000000011
L,26.650000000000034,36.450000000000045,1599,33.0,101,0,No Failure,2022-01-22 13:09:45,9.800000000000011
M,26.650000000000034,36.450000000000045,1707,28.1,103,0,No Failure,2022-01-22 13:09:50,9.800000000000011
L,26.55000000000001,36.35000000000002,1467,40.7,106,0,No Failure,2022-01-22 13:09:55,9.800000000000011
L,26.75,36.55000000000001,1433,44.7,108,0,No Failure,2022-01-22 13:10:00,9.800000000000011
L,26.75,36.55000000000001,1558,41.2,110,0,No Failure,2022-01-22 13:10:05,9.800000000000011
L,26.850000000000023,36.650000000000034,1310,50.7,112,0,No Failure,2022-01-22 13:10:10,9.800000000000011
L,26.75,36.55000000000001,1546,43.4,114,0,No Failure,2022-01-22 13:10:15,9.800000000000011
L,26.75,36.55000000000001,1727,29.4,116,0,No Failure,2022-01-22 13:10:20,9.800000000000011
L,26.75,36.450000000000045,1560,32.2,118,0,No Failure,2022-01-22 13:10:25,9.700000000000045
L,26.850000000000023,36.450000000000045,1329,60.5,120,0,No Failure,2022-01-22 13:10:30,9.600000000000023
L,26.75,36.450000000000045,1413,46.5,122,0,No Failure,2022-01-22 13:10:35,9.700000000000045
L,26.850000000000023,36.450000000000045,1587,38.6,124,0,No Failure,2022-01-22 13:10:40,9.600000000000023
L,26.75,36.35000000000002,1559,34.3,126,0,No Failure,2022-01-22 13:10:45,9.600000000000023
L,26.650000000000034,36.25,1473,41.1,128,0,No Failure,2022-01-22 13:10:50,9.599999999999966
L,26.650000000000034,36.25,1737,27.7,130,0,No Failure,2022-01-22 13:10:55,9.599999999999966
M,26.55000000000001,36.25,1441,43.2,132,0,No Failure,2022-01-22 13:11:00,9.699999999999989
M,26.55000000000001,36.25,1430,49.6,135,0,No Failure,2022-01-22 13:11:05,9.699999999999989
L,26.650000000000034,36.25,1369,53.0,138,0,No Failure,2022-01-22 13:11:10,9.599999999999966
M,26.650000000000034,36.35000000000002,1711,28.5,140,0,No Failure,2022-01-22 13:11:15,9.699999999999989
H,26.55000000000001,36.35000000000002,1420,45.7,143,0,No Failure,2022-01-22 13:11:20,9.800000000000011
L,26.55000000000001,36.450000000000045,1297,55.3,148,0,No Failure,2022-01-22 13:11:25,9.900000000000034
H,26.650000000000034,36.450000000000045,1449,49.4,150,0,No Failure,2022-01-22 13:11:30,9.800000000000011
L,26.650000000000034,36.450000000000045,1268,55.8,155,0,No Failure,2022-01-22 13:11:35,9.800000000000011
L,26.650000000000034,36.450000000000045,1511,36.1,157,0,No Failure,2022-01-22 13:11:40,9.800000000000011
L,26.55000000000001,36.35000000000002,1544,35.2,159,0,No Failure,2022-01-22 13:11:45,9.800000000000011
M,26.450000000000045,36.25,1778,28.2,161,0,No Failure,2022-01-22 13:11:50,9.799999999999955
H,26.450000000000045,36.25,1407,50.5,164,0,No Failure,2022-01-22 13:11:55,9.799999999999955
M,26.450000000000045,36.25,1391,42.4,169,0,No Failure,2022-01-22 13:12:00,9.799999999999955
L,26.350000000000023,36.25,1513,33.6,172,0,No Failure,2022-01-22 13:12:05,9.899999999999977
H,26.350000000000023,36.25,1612,36.1,174,0,No Failure,2022-01-22 13:12:10,9.899999999999977
L,26.25,36.25,1515,40.1,179,0,No Failure,2022-01-22 13:12:15,10.0
M,26.150000000000034,36.150000000000034,1379,48.0,181,0,No Failure,2022-01-22 13:12:20,10.0
L,26.25,36.150000000000034,1473,39.9,184,0,No Failure,2022-01-22 13:12:25,9.900000000000034
L,26.25,36.150000000000034,1422,42.7,186,0,No Failure,2022-01-22 13:12:30,9.900000000000034
M,26.25,36.05000000000001,1463,37.6,188,0,No Failure,2022-01-22 13:12:35,9.800000000000011
M,26.25,36.05000000000001,1584,41.0,191,0,No Failure,2022-01-22 13:12:40,9.800000000000011
L,26.25,36.05000000000001,1850,27.0,194,0,No Failure,2022-01-22 13:12:45,9.800000000000011
L,26.25,36.05000000000001,1528,36.2,196,0,No Failure,2022-01-22 13:12:50,9.800000000000011
H,26.25,36.05000000000001,1987,19.8,198,0,No Failure,2022-01-22 13:12:55,9.800000000000011
M,26.25,35.950000000000045,1495,46.0,203,0,No Failure,2022-01-22 13:13:00,9.700000000000045
H,26.25,36.05000000000001,1478,43.5,206,0,No Failure,2022-01-22 13:13:05,9.800000000000011
M,26.25,36.05000000000001,1499,40.0,211,0,No Failure,2022-01-22 13:13:10,9.800000000000011
L,26.25,36.05000000000001,1471,47.0,214,0,No Failure,2022-01-22 13:13:15,9.800000000000011
L,26.25,36.05000000000001,1282,60.7,216,1,Overstrain Failure,2022-01-22 13:13:20,9.800000000000011
L,26.150000000000034,35.950000000000045,1412,52.3,218,1,Overstrain Failure,2022-01-22 13:13:25,9.800000000000011
L,26.150000000000034,35.950000000000045,1586,35.5,0,0,No Failure,2022-01-22 13:13:30,9.800000000000011
M,26.25,36.05000000000001,1468,43.8,2,0,No Failure,2022-01-22 13:13:35,9.800000000000011
M,26.350000000000023,36.150000000000034,1440,43.6,5,0,No Failure,2022-01-22 13:13:40,9.800000000000011
L,26.350000000000023,36.25,1733,26.0,8,0,No Failure,2022-01-22 13:13:45,9.899999999999977
H,26.25,36.05000000000001,1612,32.6,10,0,No Failure,2022-01-22 13:13:50,9.800000000000011
H,26.25,36.150000000000034,1458,42.9,15,0,No Failure,2022-01-22 13:13:55,9.900000000000034
L,26.25,36.150000000000034,1433,62.3,20,1,Power Failure,2022-01-22 13:14:00,9.900000000000034
L,26.25,36.150000000000034,1318,59.1,22,0,No Failure,2022-01-22 13:14:05,9.900000000000034
M,26.25,36.05000000000001,1610,35.0,24,0,No Failure,2022-01-22 13:14:10,9.800000000000011
L,26.05000000000001,35.950000000000045,1462,50.8,27,0,No Failure,2022-01-22 13:14:15,9.900000000000034
M,25.950000000000045,35.85000000000002,1924,20.8,29,0,No Failure,2022-01-22 13:14:20,9.899999999999977
M,26.05000000000001,35.85000000000002,1591,33.7,32,0,No Failure,2022-01-22 13:14:25,9.800000000000011
L,26.05000000000001,35.950000000000045,1306,58.3,35,0,No Failure,2022-01-22 13:14:30,9.900000000000034
L,26.05000000000001,35.950000000000045,1382,43.5,37,0,No Failure,2022-01-22 13:14:35,9.900000000000034
L,26.05000000000001,35.950000000000045,1618,34.7,39,0,No Failure,2022-01-22 13:14:40,9.900000000000034
L,26.05000000000001,36.05000000000001,1988,21.4,41,0,No Failure,2022-01-22 13:14:45,10.0
L,26.05000000000001,36.05000000000001,1436,50.2,43,0,No Failure,2022-01-22 13:14:50,10.0
L,26.05000000000001,36.150000000000034,1304,49.8,45,0,No Failure,2022-01-22 13:14:55,10.100000000000023
L,26.05000000000001,36.150000000000034,1475,49.9,47,0,No Failure,2022-01-22 13:15:00,10.100000000000023
H,26.05000000000001,36.150000000000034,1824,24.2,49,0,No Failure,2022-01-22 13:15:05,10.100000000000023
M,25.950000000000045,36.05000000000001,1342,48.1,54,0,No Failure,2022-01-22 13:15:10,10.099999999999966
L,25.950000000000045,36.05000000000001,1485,40.7,57,0,No Failure,2022-01-22 13:15:15,10.099999999999966
L,26.05000000000001,36.05000000000001,1667,30.6,59,0,No Failure,2022-01-22 13:15:20,10.0
L,26.05000000000001,36.05000000000001,1446,38.2,61,0,No Failure,2022-01-22 13:15:25,10.0
L,25.950000000000045,36.150000000000034,1301,56.0,63,0,No Failure,2022-01-22 13:15:30,10.199999999999989
L,26.05000000000001,36.25,1379,43.1,65,0,No Failure,2022-01-22 13:15:35,10.199999999999989
L,26.150000000000034,36.35000000000002,1606,33.6,67,0,No Failure,2022-01-22 13:15:40,10.199999999999989
M,26.150000000000034,36.25,1539,43.4,69,0,No Failure,2022-01-22 13:15:45,10.099999999999966
L,26.05000000000001,36.25,1477,49.9,72,0,No Failure,2022-01-22 13:15:50,10.199999999999989
L,26.05000000000001,36.25,1666,34.6,74,0,No Failure,2022-01-22 13:15:55,10.199999999999989
H,26.05000000000001,36.25,1398,51.8,76,0,No Failure,2022-01-22 13:16:00,10.199999999999989
H,26.05000000000001,36.25,1678,34.6,81,0,No Failure,2022-01-22 13:16:05,10.199999999999989
M,26.05000000000001,36.35000000000002,2678,10.7,86,1,Power Failure,2022-01-22 13:16:10,10.300000000000011
L,26.150000000000034,36.35000000000002,1453,42.9,89,0,No Failure,2022-01-22 13:16:15,10.199999999999989
H,26.150000000000034,36.450000000000045,1432,49.5,91,0,No Failure,2022-01-22 13:16:20,10.300000000000011
M,26.25,36.450000000000045,1527,40.9,96,0,No Failure,2022-01-22 13:16:25,10.200000000000045
L,26.25,36.55000000000001,1588,35.0,99,0,No Failure,2022-01-22 13:16:30,10.300000000000011
L,26.25,36.450000000000045,1433,47.1,101,0,No Failure,2022-01-22 13:16:35,10.200000000000045
L,26.25,36.450000000000045,1609,35.0,103,0,No Failure,2022-01-22 13:16:40,10.200000000000045
L,26.150000000000034,36.35000000000002,1575,41.2,105,0,No Failure,2022-01-22 13:16:45,10.199999999999989
M,26.25,36.35000000000002,1636,35.7,107,0,No Failure,2022-01-22 13:16:50,10.100000000000023
L,26.25,36.35000000000002,1490,37.9,110,0,No Failure,2022-01-22 13:16:55,10.100000000000023
L,26.25,36.35000000000002,1741,32.8,112,0,No Failure,2022-01-22 13:17:00,10.100000000000023
M,26.350000000000023,36.450000000000045,1344,53.0,114,0,No Failure,2022-01-22 13:17:05,10.100000000000023
L,26.350000000000023,36.55000000000001,1609,35.3,117,0,No Failure,2022-01-22 13:17:10,10.199999999999989
M,26.25,36.55000000000001,1421,60.7,119,1,Power Failure,2022-01-22 13:17:15,10.300000000000011
L,26.25,36.450000000000045,1591,36.7,122,0,No Failure,2022-01-22 13:17:20,10.200000000000045
L,26.25,36.450000000000045,1477,44.0,124,0,No Failure,2022-01-22 13:17:25,10.200000000000045
L,26.25,36.55000000000001,1523,36.1,126,0,No Failure,2022-01-22 13:17:30,10.300000000000011
L,26.350000000000023,36.55000000000001,1575,33.9,128,0,No Failure,2022-01-22 13:17:35,10.199999999999989
H,26.25,36.55000000000001,1344,52.9,130,0,No Failure,2022-01-22 13:17:40,10.300000000000011
L,26.25,36.55000000000001,1386,44.9,135,0,No Failure,2022-01-22 13:17:45,10.300000000000011
M,26.150000000000034,36.450000000000045,1589,37.1,137,0,No Failure,2022-01-22 13:17:50,10.300000000000011
L,26.150000000000034,36.450000000000045,1548,40.3,140,0,No Failure,2022-01-22 13:17:55,10.300000000000011
L,26.150000000000034,36.450000000000045,1499,38.3,142,0,No Failure,2022-01-22 13:18:00,10.300000000000011
L,26.150000000000034,36.35000000000002,1664,31.6,144,0,No Failure,2022-01-22 13:18:05,10.199999999999989
L,26.150000000000034,36.450000000000045,1447,38.1,146,0,No Failure,2022-01-22 13:18:10,10.300000000000011
M,26.150000000000034,36.35000000000002,1434,46.2,148,0,No Failure,2022-01-22 13:18:15,10.199999999999989
L,26.150000000000034,36.35000000000002,1416,52.7,151,0,No Failure,2022-01-22 13:18:20,10.199999999999989
H,26.25,36.35000000000002,1827,24.3,153,0,No Failure,2022-01-22 13:18:25,10.100000000000023
L,26.25,36.450000000000045,1304,45.0,158,0,No Failure,2022-01-22 13:18:30,10.200000000000045
L,26.25,36.450000000000045,1569,34.4,160,0,No Failure,2022-01-22 13:18:35,10.200000000000045
L,26.150000000000034,36.450000000000045,1584,29.3,162,0,No Failure,2022-01-22 13:18:40,10.300000000000011
L,26.150000000000034,36.35000000000002,1362,53.8,164,0,No Failure,2022-01-22 13:18:45,10.199999999999989
L,26.150000000000034,36.25,1329,49.2,166,0,No Failure,2022-01-22 13:18:50,10.099999999999966
L,26.150000000000034,36.35000000000002,1539,36.1,168,0,No Failure,2022-01-22 13:18:55,10.199999999999989
M,26.150000000000034,36.35000000000002,1629,37.1,170,0,No Failure,2022-01-22 13:19:00,10.199999999999989
L,26.150000000000034,36.35000000000002,1538,32.2,173,0,No Failure,2022-01-22 13:19:05,10.199999999999989
L,26.150000000000034,36.450000000000045,1570,34.8,175,0,No Failure,2022-01-22 13:19:10,10.300000000000011
L,26.150000000000034,36.25,1408,43.1,177,0,No Failure,2022-01-22 13:19:15,10.099999999999966
L,26.05000000000001,36.25,1424,47.6,179,0,No Failure,2022-01-22 13:19:20,10.199999999999989
L,26.05000000000001,36.25,1512,34.9,181,0,No Failure,2022-01-22 13:19:25,10.199999999999989
L,26.05000000000001,36.25,1478,42.9,183,0,No Failure,2022-01-22 13:19:30,10.199999999999989
M,25.950000000000045,36.150000000000034,1680,33.7,185,0,No Failure,2022-01-22 13:19:35,10.199999999999989
L,25.950000000000045,36.150000000000034,1495,38.7,188,0,No Failure,2022-01-22 13:19:40,10.199999999999989
M,25.850000000000023,35.950000000000045,1552,36.6,190,0,No Failure,2022-01-22 13:19:45,10.100000000000023
L,25.75,35.950000000000045,1393,50.3,193,0,No Failure,2022-01-22 13:19:50,10.200000000000045
L,25.850000000000023,36.05000000000001,1611,30.6,195,0,No Failure,2022-01-22 13:19:55,10.199999999999989
M,25.850000000000023,35.950000000000045,1339,51.6,197,0,No Failure,2022-01-22 13:20:00,10.100000000000023
L,25.850000000000023,35.950000000000045,1777,24.3,200,0,No Failure,2022-01-22 13:20:05,10.100000000000023
L,25.850000000000023,36.05000000000001,1348,58.8,202,1,Overstrain Failure,2022-01-22 13:20:10,10.199999999999989
L,25.850000000000023,36.05000000000001,1442,44.1,204,0,No Failure,2022-01-22 13:20:15,10.199999999999989
M,25.850000000000023,36.05000000000001,1395,49.1,206,0,No Failure,2022-01-22 13:20:20,10.199999999999989
M,25.75,35.950000000000045,1627,31.4,209,0,No Failure,2022-01-22 13:20:25,10.200000000000045
L,25.75,35.950000000000045,1585,33.5,212,0,No Failure,2022-01-22 13:20:30,10.200000000000045
L,25.850000000000023,36.05000000000001,1469,45.5,214,0,No Failure,2022-01-22 13:20:35,10.199999999999989
L,25.850000000000023,36.150000000000034,1362,56.8,216,1,Overstrain Failure,2022-01-22 13:20:40,10.300000000000011
L,25.850000000000023,36.150000000000034,1405,56.2,218,1,Overstrain Failure,2022-01-22 13:20:45,10.300000000000011
L,25.850000000000023,36.150000000000034,1662,32.7,0,0,No Failure,2022-01-22 13:20:50,10.300000000000011
M,25.850000000000023,36.05000000000001,1466,42.6,2,0,No Failure,2022-01-22 13:20:55,10.199999999999989
L,25.850000000000023,36.05000000000001,1620,35.8,5,0,No Failure,2022-01-22 13:21:00,10.199999999999989
L,25.850000000000023,36.05000000000001,1357,48.2,7,0,No Failure,2022-01-22 13:21:05,10.199999999999989
L,25.850000000000023,36.05000000000001,1514,37.9,9,0,No Failure,2022-01-22 13:21:10,10.199999999999989
L,25.850000000000023,36.05000000000001,1489,40.4,11,0,No Failure,2022-01-22 13:21:15,10.199999999999989
L,25.950000000000045,36.150000000000034,1331,63.0,13,0,No Failure,2022-01-22 13:21:20,10.199999999999989
L,25.850000000000023,35.85000000000002,1615,29.5,15,0,No Failure,2022-01-22 13:21:25,10.0
L,25.950000000000045,36.05000000000001,1482,37.9,17,0,No Failure,2022-01-22 13:21:30,10.099999999999966
M,25.950000000000045,36.05000000000001,1420,63.9,19,1,Power Failure,2022-01-22 13:21:35,10.099999999999966
M,26.05000000000001,36.150000000000034,1522,49.1,22,0,No Failure,2022-01-22 13:21:40,10.100000000000023
L,25.950000000000045,36.05000000000001,1654,32.1,25,0,No Failure,2022-01-22 13:21:45,10.099999999999966
M,25.950000000000045,36.05000000000001,1736,26.8,27,0,No Failure,2022-01-22 13:21:50,10.099999999999966
