Type,Air temperature C,Process temperature C,Rotational speed rpm,Torque Nm,Tool wear min,Target,Failure Type,dateTime,Temperature difference C
L,26.650000000000034,36.950000000000045,1393,52.6,167,0,No Failure,2022-01-22 13:05:00,10.300000000000011
L,26.650000000000034,36.85000000000002,1829,22.9,172,0,No Failure,2022-01-22 13:05:10,10.199999999999989
L,26.850000000000023,36.950000000000045,1523,38.6,177,0,No Failure,2022-01-22 13:05:20,10.100000000000023
L,26.850000000000023,36.950000000000045,1394,45.1,179,0,No Failure,2022-01-22 13:05:25,10.100000000000023
L,26.650000000000034,36.75,1527,32.4,189,0,No Failure,2022-01-22 13:05:40,10.099999999999966
L,26.75,36.85000000000002,1410,65.7,191,1,Power Failure,2022-01-22 13:05:45,10.100000000000023
L,26.75,36.950000000000045,1452,45.5,196,0,No Failure,2022-01-22 13:05:55,10.200000000000045
L,26.75,36.950000000000045,1369,44.4,198,0,No Failure,2022-01-22 13:06:00,10.200000000000045
L,26.850000000000023,36.950000000000045,1592,35.0,200,0,No Failure,2022-01-22 13:06:05,10.100000000000023
L,26.75,36.85000000000002,1601,32.3,202,0,No Failure,2022-01-22 13:06:10,10.100000000000023
L,26.650000000000034,36.75,1379,46.7,204,0,No Failure,2022-01-22 13:06:15,10.099999999999966
L,26.650000000000034,36.75,1461,47.9,206,0,No Failure,2022-01-22 13:06:20,10.099999999999966
L,26.650000000000034,36.75,1455,41.3,208,1,Tool Wear Failure,2022-01-22 13:06:25,10.099999999999966
L,26.650000000000034,36.75,1398,51.5,0,0,No Failure,2022-01-22 13:06:30,10.099999999999966
L,26.650000000000034,36.75,1402,37.9,2,0,No Failure,2022-01-22 13:06:35,10.099999999999966
L,26.75,36.75,1450,47.5,9,0,No Failure,2022-01-22 13:06:45,10.0
L,26.75,36.75,1453,40.8,11,0,No Failure,2022-01-22 13:06:50,10.0
L,26.850000000000023,36.85000000000002,1469,40.1,13,0,No Failure,2022-01-22 13:06:55,10.0
L,26.75,36.75,1422,47.6,15,0,No Failure,2022-01-22 13:07:00,10.0
L,26.850000000000023,36.85000000000002,1544,31.8,25,0,No Failure,2022-01-22 13:07:15,10.0
L,26.75,36.75,1753,25.8,33,0,No Failure,2022-01-22 13:07:30,10.0
L,26.75,36.75,1830,24.9,35,0,No Failure,2022-01-22 13:07:35,10.0
L,26.950000000000045,36.85000000000002,1450,43.0,40,0,No Failure,2022-01-22 13:07:45,9.899999999999977
L,26.850000000000023,36.75,1622,31.9,42,0,No Failure,2022-01-22 13:07:50,9.899999999999977
L,26.75,36.650000000000034,1529,32.7,53,0,No Failure,2022-01-22 13:08:10,9.900000000000034
L,26.650000000000034,36.650000000000034,1523,44.4,55,0,No Failure,2022-01-22 13:08:15,10.0
L,26.650000000000034,36.75,1852,25.0,57,0,No Failure,2022-01-22 13:08:20,10.099999999999966
L,26.650000000000034,36.650000000000034,1991,20.7,59,0,No Failure,2022-01-22 13:08:25,10.0
L,26.650000000000034,36.650000000000034,1555,40.6,61,0,No Failure,2022-01-22 13:08:30,10.0
L,26.650000000000034,36.55000000000001,1450,43.4,66,0,No Failure,2022-01-22 13:08:40,9.899999999999977
L,26.650000000000034,36.55000000000001,1591,31.1,68,0,No Failure,2022-01-22 13:08:45,9.899999999999977
L,26.650000000000034,36.55000000000001,1445,48.5,70,0,No Failure,2022-01-22 13:08:50,9.899999999999977
L,26.75,36.55000000000001,1572,34.1,80,0,No Failure,2022-01-22 13:09:05,9.800000000000011
L,26.650000000000034,36.450000000000045,1872,22.5,82,0,No Failure,2022-01-22 13:09:10,9.800000000000011
L,26.650000000000034,36.450000000000045,1680,29.4,95,0,No Failure,2022-01-22 13:09:30,9.800000000000011
L,26.650000000000034,36.450000000000045,1431,45.7,97,0,No Failure,2022-01-22 13:09:35,9.800000000000011
L,26.75,36.55000000000001,1564,34.1,99,0,No Failure,2022-01-22 13:09:40,9.800000000000011
L,26.650000000000034,36.450000000000045,1599,33.0,101,0,No Failure,2022-01-22 13:09:45,9.800000000000011
L,26.55000000000001,36.35000000000002,1467,40.7,106,0,No Failure,2022-01-22 13:09:55,9.800000000000011
L,26.75,36.55000000000001,1433,44.7,108,0,No Failure,2022-01-22 13:10:00,9.800000000000011
L,26.75,36.55000000000001,1558,41.2,110,0,No Failure,2022-01-22 13:10:05,9.800000000000011
L,26.850000000000023,36.650000000000034,1310,50.7,112,0,No Failure,2022-01-22 13:10:10,9.800000000000011
L,26.75,36.55000000000001,1546,43.4,114,0,No Failure,2022-01-22 13:10:15,9.800000000000011
L,26.75,36.55000000000001,1727,29.4,116,0,No Failure,2022-01-22 13:10:20,9.800000000000011
L,26.75,36.450000000000045,1560,32.2,118,0,No Failure,2022-01-22 13:10:25,9.700000000000045
L,26.850000000000023,36.450000000000045,1329,60.5,120,0,No Failure,2022-01-22 13:10:30,9.600000000000023
L,26.75,36.450000000000045,1413,46.5,122,0,No Failure,2022-01-22 13:10:35,9.700000000000045
L,26.850000000000023,36.450000000000045,1587,38.6,124,0,No Failure,2022-01-22 13:10:40,9.600000000000023
L,26.75,36.35000000000002,1559,34.3,126,0,No Failure,2022-01-22 13:10:45,9.600000000000023
L,26.650000000000034,36.25,1473,41.1,128,0,No Failure,2022-01-22 13:10:50,9.599999999999966
L,26.650000000000034,36.25,1737,27.7,130,0,No Failure,2022-01-22 13:10:55,9.599999999999966
L,26.650000000000034,36.25,1369,53.0,138,0,No Failure,2022-01-22 13:11:10,9.599999999999966
L,26.55000000000001,36.450000000000045,1297,55.3,148,0,No Failure,2022-01-22 13:11:25,9.900000000000034
L,26.650000000000034,36.450000000000045,1268,55.8,155,0,No Failure,2022-01-22 13:11:35,9.800000000000011
L,26.650000000000034,36.450000000000045,1511,36.1,157,0,No Failure,2022-01-22 13:11:40,9.800000000000011
L,26.55000000000001,36.35000000000002,1544,35.2,159,0,No Failure,2022-01-22 13:11:45,9.800000000000011
L,26.350000000000023,36.25,1513,33.6,172,0,No Failure,2022-01-22 13:12:05,9.899999999999977
L,26.25,36.25,1515,40.1,179,0,No Failure,2022-01-22 13:12:15,10.0
L,26.25,36.150000000000034,1473,39.9,184,0,No Failure,2022-01-22 13:12:25,9.900000000000034
L,26.25,36.150000000000034,1422,42.7,186,0,No Failure,2022-01-22 13:12:30,9.900000000000034
L,26.25,36.05000000000001,1850,27.0,194,0,No Failure,2022-01-22 13:12:45,9.800000000000011
L,26.25,36.05000000000001,1528,36.2,196,0,No Failure,2022-01-22 13:12:50,9.800000000000011
L,26.25,36.05000000000001,1471,47.0,214,0,No Failure,2022-01-22 13:13:15,9.800000000000011
L,26.25,36.05000000000001,1282,60.7,216,1,Overstrain Failure,2022-01-22 13:13:20,9.800000000000011
L,26.150000000000034,35.950000000000045,1412,52.3,218,1,Overstrain Failure,2022-01-22 13:13:25,9.800000000000011
L,26.150000000000034,35.950000000000045,1586,35.5,0,0,No Failure,2022-01-22 13:13:30,9.800000000000011
L,26.350000000000023,36.25,1733,26.0,8,0,No Failure,2022-01-22 13:13:45,9.899999999999977
L,26.25,36.150000000000034,1433,62.3,20,1,Power Failure,2022-01-22 13:14:00,9.900000000000034
L,26.25,36.150000000000034,1318,59.1,22,0,No Failure,2022-01-22 13:14:05,9.900000000000034
L,26.05000000000001,35.950000000000045,1462,50.8,27,0,No Failure,2022-01-22 13:14:15,9.900000000000034
L,26.05000000000001,35.950000000000045,1306,58.3,35,0,No Failure,2022-01-22 13:14:30,9.900000000000034
L,26.05000000000001,35.950000000000045,1382,43.5,37,0,No Failure,2022-01-22 13:14:35,9.900000000000034
L,26.05000000000001,35.950000000000045,1618,34.7,39,0,No Failure,2022-01-22 13:14:40,9.900000000000034
L,26.05000000000001,36.05000000000001,1988,21.4,41,0,No Failure,2022-01-22 13:14:45,10.0
L,26.05000000000001,36.05000000000001,1436,50.2,43,0,No Failure,2022-01-22 13:14:50,10.0
L,26.05000000000001,36.150000000000034,1304,49.8,45,0,No Failure,2022-01-22 13:14:55,10.100000000000023
L,26.05000000000001,36.150000000000034,1475,49.9,47,0,No Failure,2022-01-22 13:15:00,10.100000000000023
L,25.950000000000045,36.05000000000001,1485,40.7,57,0,No Failure,2022-01-22 13:15:15,10.099999999999966
L,26.05000000000001,36.05000000000001,1667,30.6,59,0,No Failure,2022-01-22 13:15:20,10.0
L,26.05000000000001,36.05000000000001,1446,38.2,61,0,No Failure,2022-01-22 13:15:25,10.0
L,25.950000000000045,36.150000000000034,1301,56.0,63,0,No Failure,2022-01-22 13:15:30,10.199999999999989
L,26.05000000000001,36.25,1379,43.1,65,0,No Failure,2022-01-22 13:15:35,10.199999999999989
L,26.150000000000034,36.35000000000002,1606,33.6,67,0,No Failure,2022-01-22 13:15:40,10.199999999999989
L,26.05000000000001,36.25,1477,49.9,72,0,No Failure,2022-01-22 13:15:50,10.199999999999989
L,26.05000000000001,36.25,1666,34.6,74,0,No Failure,2022-01-22 13:15:55,10.199999999999989
L,26.150000000000034,36.35000000000002,1453,42.9,89,0,No Failure,2022-01-22 13:16:15,10.199999999999989
L,26.25,36.55000000000001,1588,35.0,99,0,No Failure,2022-01-22 13:16:30,10.300000000000011
L,26.25,36.450000000000045,1433,47.1,101,0,No Failure,2022-01-22 13:16:35,10.200000000000045
L,26.25,36.450000000000045,1609,35.0,103,0,No Failure,2022-01-22 13:16:40,10.200000000000045
L,26.150000000000034,36.35000000000002,1575,41.2,105,0,No Failure,2022-01-22 13:16:45,10.199999999999989
L,26.25,36.35000000000002,1490,37.9,110,0,No Failure,2022-01-22 13:16:55,10.100000000000023
L,26.25,36.35000000000002,1741,32.8,112,0,No Failure,2022-01-22 13:17:00,10.100000000000023
L,26.350000000000023,36.55000000000001,1609,35.3,117,0,No Failure,2022-01-22 13:17:10,10.199999999999989
L,26.25,36.450000000000045,1591,36.7,122,0,No Failure,2022-01-22 13:17:20,10.200000000000045
L,26.25,36.450000000000045,1477,44.0,124,0,No Failure,2022-01-22 13:17:25,10.200000000000045
L,26.25,36.55000000000001,1523,36.1,126,0,No Failure,2022-01-22 13:17:30,10.300000000000011
L,26.350000000000023,36.55000000000001,1575,33.9,128,0,No Failure,2022-01-22 13:17:35,10.199999999999989
L,26.25,36.55000000000001,1386,44.9,135,0,No Failure,2022-01-22 13:17:45,10.300000000000011
L,26.150000000000034,36.450000000000045,1548,40.3,140,0,No Failure,2022-01-22 13:17:55,10.300000000000011
L,26.150000000000034,36.450000000000045,1499,38.3,142,0,No Failure,2022-01-22 13:18:00,10.300000000000011
L,26.150000000000034,36.35000000000002,1664,31.6,144,0,No Failure,2022-01-22 13:18:05,10.199999999999989
L,26.150000000000034,36.450000000000045,1447,38.1,146,0,No Failure,2022-01-22 13:18:10,10.300000000000011
L,26.150000000000034,36.35000000000002,1416,52.7,151,0,No Failure,2022-01-22 13:18:20,10.199999999999989
L,26.25,36.450000000000045,1304,45.0,158,0,No Failure,2022-01-22 13:18:30,10.200000000000045
L,26.25,36.450000000000045,1569,34.4,160,0,No Failure,2022-01-22 13:18:35,10.200000000000045
L,26.150000000000034,36.450000000000045,1584,29.3,162,0,No Failure,2022-01-22 13:18:40,10.300000000000011
L,26.150000000000034,36.35000000000002,1362,53.8,164,0,No Failure,2022-01-22 13:18:45,10.199999999999989
L,26.150000000000034,36.25,1329,49.2,166,0,No Failure,2022-01-22 13:18:50,10.099999999999966
L,26.150000000000034,36.35000000000002,1539,36.1,168,0,No Failure,2022-01-22 13:18:55,10.199999999999989
L,26.150000000000034,36.35000000000002,1538,32.2,173,0,No Failure,2022-01-22 13:19:05,10.199999999999989
L,26.150000000000034,36.450000000000045,1570,34.8,175,0,No Failure,2022-01-22 13:19:10,10.300000000000011
L,26.150000000000034,36.25,1408,43.1,177,0,No Failure,2022-01-22 13:19:15,10.099999999999966
L,26.05000000000001,36.25,1424,47.6,179,0,No Failure,2022-01-22 13:19:20,10.199999999999989
L,26.05000000000001,36.25,1512,34.9,181,0,No Failure,2022-01-22 13:19:25,10.199999999999989
L,26.05000000000001,36.25,1478,42.9,183,0,No Failure,2022-01-22 13:19:30,10.199999999999989
L,25.950000000000045,36.150000000000034,1495,38.7,188,0,No Failure,2022-01-22 13:19:40,10.199999999999989
L,25.75,35.950000000000045,1393,50.3,193,0,No Failure,2022-01-22 13:19:50,10.200000000000045
L,25.850000000000023,36.05000000000001,1611,30.6,195,0,No Failure,2022-01-22 13:19:55,10.199999999999989
L,25.850000000000023,35.950000000000045,1777,24.3,200,0,No Failure,2022-01-22 13:20:05,10.100000000000023
L,25.850000000000023,36.05000000000001,1348,58.8,202,1,Overstrain Failure,2022-01-22 13:20:10,10.199999999999989
L,25.850000000000023,36.05000000000001,1442,44.1,204,0,No Failure,2022-01-22 13:20:15,10.199999999999989
L,25.75,35.950000000000045,1585,33.5,212,0,No Failure,2022-01-22 13:20:30,10.200000000000045
L,25.850000000000023,36.05000000000001,1469,45.5,214,0,No Failure,2022-01-22 13:20:35,10.199999999999989
L,25.850000000000023,36.150000000000034,1362,56.8,216,1,Overstrain Failure,2022-01-22 13:20:40,10.300000000000011
L,25.850000000000023,36.150000000000034,1405,56.2,218,1,Overstrain Failure,2022-01-22 13:20:45,10.300000000000011
L,25.850000000000023,36.150000000000034,1662,32.7,0,0,No Failure,2022-01-22 13:20:50,10.300000000000011
L,25.850000000000023,36.05000000000001,1620,35.8,5,0,No Failure,2022-01-22 13:21:00,10.199999999999989
L,25.850000000000023,36.05000000000001,1357,48.2,7,0,No Failure,2022-01-22 13:21:05,10.199999999999989
L,25.850000000000023,36.05000000000001,1514,37.9,9,0,No Failure,2022-01-22 13:21:10,10.199999999999989
L,25.850000000000023,36.05000000000001,1489,40.4,11,0,No Failure,2022-01-22 13:21:15,10.199999999999989
L,25.950000000000045,36.150000000000034,1331,63.0,13,0,No Failure,2022-01-22 13:21:20,10.199999999999989
L,25.850000000000023,35.85000000000002,1615,29.5,15,0,No Failure,2022-01-22 13:21:25,10.0
L,25.950000000000045,36.05000000000001,1482,37.9,17,0,No Failure,2022-01-22 13:21:30,10.099999999999966
L,25.950000000000045,36.05000000000001,1654,32.1,25,0,No Failure,2022-01-22 13:21:45,10.099999999999966
L,25.950000000000045,36.05000000000001,1390,47.5,33,0,No Failure,2022-01-22 13:22:00,10.099999999999966
L,25.850000000000023,35.950000000000045,1454,37.1,35,0,No Failure,2022-01-22 13:22:05,10.100000000000023
L,25.75,35.85000000000002,1954,21.1,42,0,No Failure,2022-01-22 13:22:15,10.100000000000023
L,25.850000000000023,35.85000000000002,1524,37.0,49,0,No Failure,2022-01-22 13:22:25,10.0
L,25.950000000000045,35.950000000000045,1484,40.4,59,0,No Failure,2022-01-22 13:22:40,10.0
L,25.950000000000045,35.85000000000002,1426,46.0,61,0,No Failure,2022-01-22 13:22:45,9.899999999999977
L,25.950000000000045,35.85000000000002,1652,28.5,63,0,No Failure,2022-01-22 13:22:50,9.899999999999977
L,25.850000000000023,35.85000000000002,1401,54.7,65,0,No Failure,2022-01-22 13:22:55,10.0
L,25.850000000000023,35.950000000000045,1819,23.4,78,0,No Failure,2022-01-22 13:23:15,10.100000000000023
L,25.950000000000045,35.85000000000002,1626,36.5,83,0,No Failure,2022-01-22 13:23:25,9.899999999999977
L,26.05000000000001,36.05000000000001,1469,43.0,88,0,No Failure,2022-01-22 13:23:35,10.0
L,26.05000000000001,36.150000000000034,2051,19.2,90,0,No Failure,2022-01-22 13:23:40,10.100000000000023
L,26.05000000000001,36.150000000000034,1568,36.0,92,0,No Failure,2022-01-22 13:23:45,10.100000000000023
L,26.05000000000001,36.150000000000034,1589,33.2,94,0,No Failure,2022-01-22 13:23:50,10.100000000000023
L,26.05000000000001,36.150000000000034,1805,31.6,96,0,No Failure,2022-01-22 13:23:55,10.100000000000023
L,25.950000000000045,36.25,1436,46.7,103,0,No Failure,2022-01-22 13:24:05,10.299999999999955
L,25.950000000000045,36.25,1438,45.6,105,0,No Failure,2022-01-22 13:24:10,10.299999999999955
L,25.850000000000023,36.150000000000034,1473,42.6,107,0,No Failure,2022-01-22 13:24:15,10.300000000000011
L,25.950000000000045,36.25,1335,40.2,109,0,No Failure,2022-01-22 13:24:20,10.299999999999955
L,25.850000000000023,36.35000000000002,1395,46.2,122,0,No Failure,2022-01-22 13:24:40,10.5
L,25.850000000000023,36.35000000000002,1713,25.3,124,0,No Failure,2022-01-22 13:24:45,10.5
L,25.650000000000034,36.25,1622,38.3,134,0,No Failure,2022-01-22 13:25:00,10.599999999999966
L,25.55000000000001,36.25,1740,27.1,136,0,No Failure,2022-01-22 13:25:05,10.699999999999989
L,25.650000000000034,36.25,1737,27.5,146,0,No Failure,2022-01-22 13:25:20,10.599999999999966
L,25.650000000000034,36.25,2129,19.2,148,0,No Failure,2022-01-22 13:25:25,10.599999999999966
L,25.650000000000034,36.25,1374,47.1,150,0,No Failure,2022-01-22 13:25:30,10.599999999999966
L,25.75,36.35000000000002,1305,47.2,155,0,No Failure,2022-01-22 13:25:40,10.600000000000023
L,25.75,36.450000000000045,1468,36.0,168,0,No Failure,2022-01-22 13:26:00,10.700000000000045
L,25.850000000000023,36.450000000000045,1313,50.8,170,0,No Failure,2022-01-22 13:26:05,10.600000000000023
L,25.75,36.25,1646,40.6,175,0,No Failure,2022-01-22 13:26:15,10.5
L,25.650000000000034,36.25,1714,33.2,177,0,No Failure,2022-01-22 13:26:20,10.599999999999966
L,25.650000000000034,36.25,1685,28.4,179,0,No Failure,2022-01-22 13:26:25,10.599999999999966
L,25.650000000000034,36.25,1512,39.9,181,0,No Failure,2022-01-22 13:26:30,10.599999999999966
L,25.650000000000034,36.25,1612,32.1,183,0,No Failure,2022-01-22 13:26:35,10.599999999999966
L,25.650000000000034,36.25,1518,32.5,190,0,No Failure,2022-01-22 13:26:45,10.599999999999966
L,25.650000000000034,36.35000000000002,1448,40.0,192,0,No Failure,2022-01-22 13:26:50,10.699999999999989
L,25.650000000000034,36.35000000000002,1561,46.3,194,0,No Failure,2022-01-22 13:26:55,10.699999999999989
L,25.650000000000034,36.35000000000002,1699,27.8,199,0,No Failure,2022-01-22 13:27:05,10.699999999999989
L,25.55000000000001,36.35000000000002,1501,41.4,201,0,No Failure,2022-01-22 13:27:10,10.800000000000011
L,25.55000000000001,36.35000000000002,1373,56.7,203,1,Overstrain Failure,2022-01-22 13:27:15,10.800000000000011
L,25.350000000000023,36.05000000000001,1647,31.3,3,0,No Failure,2022-01-22 13:27:45,10.699999999999989
L,25.25,35.950000000000045,1749,25.9,8,0,No Failure,2022-01-22 13:27:55,10.700000000000045
L,25.450000000000045,36.150000000000034,1742,27.7,13,0,No Failure,2022-01-22 13:28:05,10.699999999999989
L,25.350000000000023,36.05000000000001,1563,38.2,15,0,No Failure,2022-01-22 13:28:10,10.699999999999989
L,25.25,35.950000000000045,1474,39.4,20,0,No Failure,2022-01-22 13:28:20,10.700000000000045
L,25.25,36.05000000000001,1471,46.5,25,0,No Failure,2022-01-22 13:28:30,10.800000000000011
L,25.350000000000023,36.150000000000034,1388,48.6,27,0,No Failure,2022-01-22 13:28:35,10.800000000000011
L,25.350000000000023,36.150000000000034,1585,32.9,32,0,No Failure,2022-01-22 13:28:45,10.800000000000011
L,25.350000000000023,36.150000000000034,1544,40.8,37,0,No Failure,2022-01-22 13:28:55,10.800000000000011
L,25.450000000000045,36.150000000000034,1617,31.7,39,0,No Failure,2022-01-22 13:29:00,10.699999999999989
L,25.450000000000045,36.150000000000034,1595,34.3,41,0,No Failure,2022-01-22 13:29:05,10.699999999999989
L,25.450000000000045,36.150000000000034,1658,34.3,59,0,No Failure,2022-01-22 13:29:30,10.699999999999989
L,25.450000000000045,36.150000000000034,1623,36.9,61,0,No Failure,2022-01-22 13:29:35,10.699999999999989
L,25.450000000000045,36.25,1517,34.2,66,0,No Failure,2022-01-22 13:29:45,10.799999999999955
L,25.350000000000023,36.150000000000034,1596,36.8,77,0,No Failure,2022-01-22 13:30:05,10.800000000000011
L,25.450000000000045,36.150000000000034,1438,47.8,84,0,No Failure,2022-01-22 13:30:15,10.699999999999989
L,25.450000000000045,36.25,1407,55.2,86,0,No Failure,2022-01-22 13:30:20,10.799999999999955
L,25.450000000000045,36.25,1353,57.5,88,0,No Failure,2022-01-22 13:30:25,10.799999999999955
L,25.350000000000023,36.25,1489,39.5,96,0,No Failure,2022-01-22 13:30:40,10.899999999999977
L,25.350000000000023,36.25,1604,38.1,106,0,No Failure,2022-01-22 13:30:55,10.899999999999977
L,25.25,36.150000000000034,1412,42.0,111,0,No Failure,2022-01-22 13:31:05,10.900000000000034
L,25.25,36.150000000000034,1431,43.0,113,0,No Failure,2022-01-22 13:31:10,10.900000000000034
L,25.25,36.05000000000001,1533,37.4,115,0,No Failure,2022-01-22 13:31:15,10.800000000000011
L,25.150000000000034,36.05000000000001,1754,29.4,123,0,No Failure,2022-01-22 13:31:30,10.899999999999977
L,25.150000000000034,36.05000000000001,1754,26.8,125,0,No Failure,2022-01-22 13:31:35,10.899999999999977
L,25.350000000000023,36.150000000000034,2564,12.8,127,1,Power Failure,2022-01-22 13:31:40,10.800000000000011
L,25.350000000000023,36.35000000000002,1546,40.4,129,0,No Failure,2022-01-22 13:31:45,11.0
L,25.350000000000023,36.35000000000002,1335,48.0,131,0,No Failure,2022-01-22 13:31:50,11.0
L,25.350000000000023,36.35000000000002,1712,26.8,136,0,No Failure,2022-01-22 13:32:00,11.0
L,25.450000000000045,36.55000000000001,1319,50.9,141,0,No Failure,2022-01-22 13:32:10,11.099999999999966
L,25.55000000000001,36.55000000000001,1249,60.4,143,0,No Failure,2022-01-22 13:32:15,11.0
L,25.450000000000045,36.55000000000001,1455,48.2,145,0,No Failure,2022-01-22 13:32:20,11.099999999999966
L,25.450000000000045,36.55000000000001,1460,46.7,150,0,No Failure,2022-01-22 13:32:30,11.099999999999966
L,25.450000000000045,36.450000000000045,1491,38.1,152,0,No Failure,2022-01-22 13:32:35,11.0
L,25.350000000000023,36.25,1528,39.9,160,0,No Failure,2022-01-22 13:32:50,10.899999999999977
L,25.25,36.150000000000034,1571,37.7,162,0,No Failure,2022-01-22 13:32:55,10.900000000000034
L,25.25,36.150000000000034,1490,42.6,164,0,No Failure,2022-01-22 13:33:00,10.900000000000034
L,25.25,36.25,1392,49.7,174,0,No Failure,2022-01-22 13:33:15,11.0
L,25.25,36.35000000000002,2100,16.9,176,0,No Failure,2022-01-22 13:33:20,11.100000000000023
L,25.350000000000023,36.35000000000002,1722,30.4,178,0,No Failure,2022-01-22 13:33:25,11.0
L,25.25,36.450000000000045,1678,32.3,180,0,No Failure,2022-01-22 13:33:30,11.200000000000045
L,25.150000000000034,36.450000000000045,1273,59.8,182,0,No Failure,2022-01-22 13:33:35,11.300000000000011
L,25.150000000000034,36.450000000000045,1297,45.9,184,0,No Failure,2022-01-22 13:33:40,11.300000000000011
L,25.150000000000034,36.35000000000002,1350,57.6,186,0,No Failure,2022-01-22 13:33:45,11.199999999999989
L,25.25,36.450000000000045,1439,51.9,188,0,No Failure,2022-01-22 13:33:50,11.200000000000045
L,25.25,36.450000000000045,1459,41.3,196,0,No Failure,2022-01-22 13:34:05,11.200000000000045
L,25.350000000000023,36.55000000000001,1429,44.3,201,0,No Failure,2022-01-22 13:34:15,11.199999999999989
L,25.350000000000023,36.450000000000045,1388,48.2,203,0,No Failure,2022-01-22 13:34:20,11.100000000000023
L,25.25,36.25,1573,34.5,205,0,No Failure,2022-01-22 13:34:25,11.0
L,25.25,36.25,1588,32.5,207,0,No Failure,2022-01-22 13:34:30,11.0
L,25.350000000000023,36.25,1511,42.8,209,0,No Failure,2022-01-22 13:34:35,10.899999999999977
L,25.25,36.35000000000002,1495,37.8,211,0,No Failure,2022-01-22 13:34:40,11.100000000000023
L,25.25,36.25,1394,50.1,213,0,No Failure,2022-01-22 13:34:45,11.0
L,25.25,36.25,2151,17.7,0,0,No Failure,2022-01-22 13:34:50,11.0
L,25.150000000000034,36.150000000000034,1333,55.2,11,0,No Failure,2022-01-22 13:35:10,11.0
L,25.150000000000034,36.150000000000034,1484,43.9,13,0,No Failure,2022-01-22 13:35:15,11.0
L,25.150000000000034,36.25,1430,45.7,15,0,No Failure,2022-01-22 13:35:20,11.099999999999966
L,25.25,36.35000000000002,1501,44.9,20,0,No Failure,2022-01-22 13:35:30,11.100000000000023
